Jahr,Delikt,Geschlecht,Beziehungsart,Fälle,Straftaten_Total,davon_versucht,davon_mehrfach,Anzahl_geschaedigter_Personen_Total,<10 Jahre,10 - 19 Jahre,20 - 29 Jahre,30 - 39 Jahre,40 - 49 Jahre,50 - 59 Jahre,60 - 69 Jahre,70 Jahre und +
2009,Freiheitsberaubung und Entführung (Art. 183),männlich,   Eltern-Kind-Beziehung,,,,,7,3,2.0,2.0,0.0,0,0,0,0
2009,Freiheitsberaubung und Entführung (Art. 183),männlich,   andere Verwandtschaftsbeziehung,,,,,4,2,0.0,1.0,1.0,0,0,0,0
2009,Freiheitsberaubung und Entführung (Art. 183),weiblich,Alle,,,,,141,3,19.0,54.0,30.0,23,9,2,1
2009,Freiheitsberaubung und Entführung (Art. 183),weiblich,   Partnerschaft,,,,,73,0,4.0,25.0,24.0,12,7,1,0
2009,Freiheitsberaubung und Entführung (Art. 183),weiblich,   ehemalige Partnerschaft,,,,,53,0,8.0,27.0,6.0,10,2,0,0
2009,Freiheitsberaubung und Entführung (Art. 183),weiblich,   Eltern-Kind-Beziehung,,,,,13,3,5.0,2.0,0.0,1,0,1,1
2009,Freiheitsberaubung und Entführung (Art. 183),weiblich,   andere Verwandtschaftsbeziehung,,,,,4,0,2.0,2.0,0.0,0,0,0,0
2009,Freiheitsberaubung und Entführung: erschwerende Umstände (Art. 184),Total,Alle,1.0,1.0,0.0,0.0,1,X,0.0,0.0,0.0,X,X,X,X
2009,Freiheitsberaubung und Entführung: erschwerende Umstände (Art. 184),männlich,Alle,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2009,Freiheitsberaubung und Entführung: erschwerende Umstände (Art. 184),männlich,   Partnerschaft,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2009,Freiheitsberaubung und Entführung: erschwerende Umstände (Art. 184),männlich,   ehemalige Partnerschaft,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2009,Freiheitsberaubung und Entführung: erschwerende Umstände (Art. 184),männlich,   Eltern-Kind-Beziehung,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2009,Freiheitsberaubung und Entführung: erschwerende Umstände (Art. 184),männlich,   andere Verwandtschaftsbeziehung,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2009,Freiheitsberaubung und Entführung: erschwerende Umstände (Art. 184),weiblich,Alle,,,,,1,X,0.0,0.0,0.0,X,X,X,X
2009,Freiheitsberaubung und Entführung: erschwerende Umstände (Art. 184),weiblich,   Partnerschaft,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2009,Freiheitsberaubung und Entführung: erschwerende Umstände (Art. 184),weiblich,   ehemalige Partnerschaft,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2009,Freiheitsberaubung und Entführung: erschwerende Umstände (Art. 184),weiblich,   Eltern-Kind-Beziehung,,,,,1,X,0.0,0.0,0.0,X,X,X,X
2009,Freiheitsberaubung und Entführung: erschwerende Umstände (Art. 184),weiblich,   andere Verwandtschaftsbeziehung,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2009,Geiselnahme (Art. 185),Total,Alle,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0
2009,Geiselnahme (Art. 185),männlich,Alle,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2009,Geiselnahme (Art. 185),männlich,   Partnerschaft,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2009,Geiselnahme (Art. 185),männlich,   ehemalige Partnerschaft,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2009,Geiselnahme (Art. 185),männlich,   Eltern-Kind-Beziehung,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2009,Geiselnahme (Art. 185),männlich,   andere Verwandtschaftsbeziehung,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2009,Geiselnahme (Art. 185),weiblich,Alle,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2009,Geiselnahme (Art. 185),weiblich,   Partnerschaft,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2009,Geiselnahme (Art. 185),weiblich,   ehemalige Partnerschaft,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2009,Geiselnahme (Art. 185),weiblich,   Eltern-Kind-Beziehung,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2009,Geiselnahme (Art. 185),weiblich,   andere Verwandtschaftsbeziehung,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2009,Sexuelle Handlungen mit Kindern (Art. 187),Total,Alle,263.0,305.0,0.0,84.0,299,151,140.0,6.0,0.0,0,0,0,2
2009,Sexuelle Handlungen mit Kindern (Art. 187),männlich,Alle,,,,,74,51,21.0,1.0,0.0,0,0,0,1
2009,Sexuelle Handlungen mit Kindern (Art. 187),männlich,   Partnerschaft,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2009,Sexuelle Handlungen mit Kindern (Art. 187),männlich,   ehemalige Partnerschaft,,,,,1,X,0.0,0.0,0.0,X,X,X,X
2009,Sexuelle Handlungen mit Kindern (Art. 187),männlich,   Eltern-Kind-Beziehung,,,,,48,38,10.0,0.0,0.0,0,0,0,0
2009,Sexuelle Handlungen mit Kindern (Art. 187),männlich,   andere Verwandtschaftsbeziehung,,,,,29,15,12.0,1.0,0.0,0,0,0,1
2009,Sexuelle Handlungen mit Kindern (Art. 187),weiblich,Alle,,,,,225,100,119.0,5.0,0.0,0,0,0,1
2009,Sexuelle Handlungen mit Kindern (Art. 187),weiblich,   Partnerschaft,,,,,22,1,21.0,0.0,0.0,0,0,0,0
2009,Sexuelle Handlungen mit Kindern (Art. 187),weiblich,   ehemalige Partnerschaft,,,,,10,1,9.0,0.0,0.0,0,0,0,0
2009,Sexuelle Handlungen mit Kindern (Art. 187),weiblich,   Eltern-Kind-Beziehung,,,,,118,60,53.0,4.0,0.0,0,0,0,1
2009,Sexuelle Handlungen mit Kindern (Art. 187),weiblich,   andere Verwandtschaftsbeziehung,,,,,76,39,36.0,1.0,0.0,0,0,0,0
2009,Sexuelle Handlungen mit Abhängigen (Art. 188),Total,Alle,4.0,4.0,0.0,0.0,4,0,4.0,0.0,0.0,0,0,0,0
2009,Sexuelle Handlungen mit Abhängigen (Art. 188),männlich,Alle,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2009,Sexuelle Handlungen mit Abhängigen (Art. 188),männlich,   Partnerschaft,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2009,Sexuelle Handlungen mit Abhängigen (Art. 188),männlich,   ehemalige Partnerschaft,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2009,Sexuelle Handlungen mit Abhängigen (Art. 188),männlich,   Eltern-Kind-Beziehung,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2009,Sexuelle Handlungen mit Abhängigen (Art. 188),männlich,   andere Verwandtschaftsbeziehung,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2009,Sexuelle Handlungen mit Abhängigen (Art. 188),weiblich,Alle,,,,,4,0,4.0,0.0,0.0,0,0,0,0
2009,Sexuelle Handlungen mit Abhängigen (Art. 188),weiblich,   Partnerschaft,,,,,1,X,0.0,0.0,0.0,X,X,X,X
2009,Sexuelle Handlungen mit Abhängigen (Art. 188),weiblich,   ehemalige Partnerschaft,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2009,Sexuelle Handlungen mit Abhängigen (Art. 188),weiblich,   Eltern-Kind-Beziehung,,,,,2,X,0.0,0.0,0.0,X,X,X,X
2009,Sexuelle Handlungen mit Abhängigen (Art. 188),weiblich,   andere Verwandtschaftsbeziehung,,,,,1,X,0.0,0.0,0.0,X,X,X,X
2009,Sexuelle Nötigung (Art. 189),Total,Alle,138.0,143.0,3.0,33.0,141,12,30.0,32.0,35.0,26,5,0,1
2009,Sexuelle Nötigung (Art. 189),männlich,Alle,,,,,14,4,5.0,2.0,2.0,1,0,0,0
2009,Sexuelle Nötigung (Art. 189),männlich,   Partnerschaft,,,,,3,X,0.0,0.0,0.0,X,X,X,X
2009,Sexuelle Nötigung (Art. 189),männlich,   ehemalige Partnerschaft,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2009,Sexuelle Nötigung (Art. 189),männlich,   Eltern-Kind-Beziehung,,,,,6,3,2.0,0.0,1.0,0,0,0,0
2009,Sexuelle Nötigung (Art. 189),männlich,   andere Verwandtschaftsbeziehung,,,,,6,2,3.0,1.0,0.0,0,0,0,0
2009,Sexuelle Nötigung (Art. 189),weiblich,Alle,,,,,127,8,25.0,30.0,33.0,25,5,0,1
2009,Sexuelle Nötigung (Art. 189),weiblich,   Partnerschaft,,,,,61,0,4.0,15.0,22.0,14,5,0,1
2009,Sexuelle Nötigung (Art. 189),weiblich,   ehemalige Partnerschaft,,,,,43,0,8.0,13.0,11.0,11,0,0,0
2009,Sexuelle Nötigung (Art. 189),weiblich,   Eltern-Kind-Beziehung,,,,,12,4,6.0,2.0,0.0,0,0,0,0
2009,Sexuelle Nötigung (Art. 189),weiblich,   andere Verwandtschaftsbeziehung,,,,,11,4,7.0,0.0,0.0,0,0,0,0
2009,Vergewaltigung (Art. 190),Total,Alle,202.0,205.0,16.0,56.0,200,2,36.0,58.0,55.0,35,13,1,0
2009,Vergewaltigung (Art. 190),männlich,Alle,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2009,Vergewaltigung (Art. 190),männlich,   Partnerschaft,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2009,Vergewaltigung (Art. 190),männlich,   ehemalige Partnerschaft,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2009,Vergewaltigung (Art. 190),männlich,   Eltern-Kind-Beziehung,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2009,Vergewaltigung (Art. 190),männlich,   andere Verwandtschaftsbeziehung,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2009,Vergewaltigung (Art. 190),weiblich,Alle,,,,,200,2,36.0,58.0,55.0,35,13,1,0
2009,Vergewaltigung (Art. 190),weiblich,   Partnerschaft,,,,,120,0,12.0,39.0,38.0,23,8,0,0
2009,Vergewaltigung (Art. 190),weiblich,   ehemalige Partnerschaft,,,,,62,0,13.0,17.0,17.0,10,4,1,0
2009,Vergewaltigung (Art. 190),weiblich,   Eltern-Kind-Beziehung,,,,,10,0,7.0,1.0,0.0,1,1,0,0
2009,Vergewaltigung (Art. 190),weiblich,   andere Verwandtschaftsbeziehung,,,,,8,2,4.0,1.0,0.0,1,0,0,0
2009,Schändung (Art. 191),Total,Alle,16.0,19.0,0.0,6.0,18,3,7.0,3.0,2.0,3,0,0,0
2009,Schändung (Art. 191),männlich,Alle,,,,,4,2,2.0,0.0,0.0,0,0,0,0
2009,Schändung (Art. 191),männlich,   Partnerschaft,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2009,Schändung (Art. 191),männlich,   ehemalige Partnerschaft,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2009,Schändung (Art. 191),männlich,   Eltern-Kind-Beziehung,,,,,3,X,0.0,0.0,0.0,X,X,X,X
2009,Schändung (Art. 191),männlich,   andere Verwandtschaftsbeziehung,,,,,1,X,0.0,0.0,0.0,X,X,X,X
2009,Schändung (Art. 191),weiblich,Alle,,,,,14,1,5.0,3.0,2.0,3,0,0,0
2009,Schändung (Art. 191),weiblich,   Partnerschaft,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2009,Schändung (Art. 191),weiblich,   ehemalige Partnerschaft,,,,,9,0,2.0,3.0,2.0,2,0,0,0
2009,Schändung (Art. 191),weiblich,   Eltern-Kind-Beziehung,,,,,3,X,0.0,0.0,0.0,X,X,X,X
2009,Schändung (Art. 191),weiblich,   andere Verwandtschaftsbeziehung,,,,,2,X,0.0,0.0,0.0,X,X,X,X
2009,Ausnützung der Notlage (Art. 193),Total,Alle,4.0,4.0,0.0,0.0,4,0,0.0,2.0,1.0,1,0,0,0
2009,Ausnützung der Notlage (Art. 193),männlich,Alle,,,,,1,X,0.0,0.0,0.0,X,X,X,X
2009,Ausnützung der Notlage (Art. 193),männlich,   Partnerschaft,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2009,Ausnützung der Notlage (Art. 193),männlich,   ehemalige Partnerschaft,,,,,1,X,0.0,0.0,0.0,X,X,X,X
2009,Ausnützung der Notlage (Art. 193),männlich,   Eltern-Kind-Beziehung,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2009,Ausnützung der Notlage (Art. 193),männlich,   andere Verwandtschaftsbeziehung,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2009,Ausnützung der Notlage (Art. 193),weiblich,Alle,,,,,3,X,0.0,0.0,0.0,X,X,X,X
2009,Ausnützung der Notlage (Art. 193),weiblich,   Partnerschaft,,,,,1,X,0.0,0.0,0.0,X,X,X,X
2009,Ausnützung der Notlage (Art. 193),weiblich,   ehemalige Partnerschaft,,,,,2,X,0.0,0.0,0.0,X,X,X,X
2009,Ausnützung der Notlage (Art. 193),weiblich,   Eltern-Kind-Beziehung,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2009,Ausnützung der Notlage (Art. 193),weiblich,   andere Verwandtschaftsbeziehung,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2009,Sexuelle Belästigungen (Art. 198),Total,Alle,52.0,53.0,0.0,12.0,53,3,12.0,20.0,7.0,9,0,2,0
2009,Sexuelle Belästigungen (Art. 198),männlich,Alle,,,,,3,X,0.0,0.0,0.0,X,X,X,X
2009,Sexuelle Belästigungen (Art. 198),männlich,   Partnerschaft,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2009,Sexuelle Belästigungen (Art. 198),männlich,   ehemalige Partnerschaft,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2009,Sexuelle Belästigungen (Art. 198),männlich,   Eltern-Kind-Beziehung,,,,,2,X,0.0,0.0,0.0,X,X,X,X
2009,Sexuelle Belästigungen (Art. 198),männlich,   andere Verwandtschaftsbeziehung,,,,,1,X,0.0,0.0,0.0,X,X,X,X
2009,Sexuelle Belästigungen (Art. 198),weiblich,Alle,,,,,50,1,11.0,20.0,7.0,9,0,2,0
2009,Sexuelle Belästigungen (Art. 198),weiblich,   Partnerschaft,,,,,7,0,1.0,3.0,1.0,2,0,0,0
2009,Sexuelle Belästigungen (Art. 198),weiblich,   ehemalige Partnerschaft,,,,,30,0,3.0,13.0,6.0,6,0,2,0
2009,Sexuelle Belästigungen (Art. 198),weiblich,   Eltern-Kind-Beziehung,,,,,10,1,5.0,3.0,0.0,1,0,0,0
2009,Sexuelle Belästigungen (Art. 198),weiblich,   andere Verwandtschaftsbeziehung,,,,,3,X,0.0,0.0,0.0,X,X,X,X
2009,Strafbare Vorbereitungshandlungen (Art. 260bis),Total,Alle,3.0,3.0,0.0,0.0,3,X,0.0,0.0,0.0,X,X,X,X
2009,Strafbare Vorbereitungshandlungen (Art. 260bis),männlich,Alle,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2009,Strafbare Vorbereitungshandlungen (Art. 260bis),männlich,   Partnerschaft,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2009,Strafbare Vorbereitungshandlungen (Art. 260bis),männlich,   ehemalige Partnerschaft,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2009,Strafbare Vorbereitungshandlungen (Art. 260bis),männlich,   Eltern-Kind-Beziehung,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2009,Strafbare Vorbereitungshandlungen (Art. 260bis),männlich,   andere Verwandtschaftsbeziehung,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2009,Strafbare Vorbereitungshandlungen (Art. 260bis),weiblich,Alle,,,,,3,X,0.0,0.0,0.0,X,X,X,X
2009,Strafbare Vorbereitungshandlungen (Art. 260bis),weiblich,   Partnerschaft,,,,,1,X,0.0,0.0,0.0,X,X,X,X
2009,Strafbare Vorbereitungshandlungen (Art. 260bis),weiblich,   ehemalige Partnerschaft,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2009,Strafbare Vorbereitungshandlungen (Art. 260bis),weiblich,   Eltern-Kind-Beziehung,,,,,2,X,0.0,0.0,0.0,X,X,X,X
2009,Strafbare Vorbereitungshandlungen (Art. 260bis),weiblich,   andere Verwandtschaftsbeziehung,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2010,Total Häusliche Gewalt,Total,Alle,8791.0,15606.0,139.0,2757.0,9233,318,1014.0,2225.0,2465.0,2012,824,250,125
2010,Total Häusliche Gewalt,männlich,Alle,,,,,2260,146,288.0,379.0,459.0,523,307,111,47
2010,Total Häusliche Gewalt,männlich,   Partnerschaft,,,,,1001,0,9.0,188.0,286.0,296,152,50,20
2010,Total Häusliche Gewalt,männlich,   ehemalige Partnerschaft,,,,,415,0,12.0,89.0,115.0,124,52,20,3
2010,Total Häusliche Gewalt,männlich,   Eltern-Kind-Beziehung,,,,,540,128,215.0,45.0,17.0,53,48,21,13
2010,Total Häusliche Gewalt,männlich,   andere Verwandtschaftsbeziehung,,,,,354,19,57.0,69.0,50.0,63,61,21,14
2010,Total Häusliche Gewalt,weiblich,Alle,,,,,6973,172,726.0,1846.0,2006.0,1489,517,139,78
2010,Total Häusliche Gewalt,weiblich,   Partnerschaft,,,,,4077,0,136.0,1162.0,1385.0,975,301,78,40
2010,Total Häusliche Gewalt,weiblich,   ehemalige Partnerschaft,,,,,1891,0,169.0,591.0,586.0,404,111,23,7
2010,Total Häusliche Gewalt,weiblich,   Eltern-Kind-Beziehung,,,,,782,147,345.0,70.0,40.0,85,64,11,20
2010,Total Häusliche Gewalt,weiblich,   andere Verwandtschaftsbeziehung,,,,,448,29,99.0,94.0,71.0,63,48,29,15
2010,Tötungsdelikte vollendet (Art. 111-113/116),Total,Alle,25.0,26.0,0.0,0.0,26,3,4.0,1.0,6.0,4,2,3,3
2010,Tötungsdelikte vollendet (Art. 111-113/116),männlich,Alle,,,,,7,3,1.0,0.0,1.0,0,0,2,0
2010,Tötungsdelikte vollendet (Art. 111-113/116),männlich,   Partnerschaft,,,,,1,X,0.0,0.0,0.0,X,X,X,X
2010,Tötungsdelikte vollendet (Art. 111-113/116),männlich,   ehemalige Partnerschaft,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2010,Tötungsdelikte vollendet (Art. 111-113/116),männlich,   Eltern-Kind-Beziehung,,,,,4,3,0.0,0.0,0.0,0,0,1,0
2010,Tötungsdelikte vollendet (Art. 111-113/116),männlich,   andere Verwandtschaftsbeziehung,,,,,2,X,0.0,0.0,0.0,X,X,X,X
2010,Tötungsdelikte vollendet (Art. 111-113/116),weiblich,Alle,,,,,19,0,3.0,1.0,5.0,4,2,1,3
2010,Tötungsdelikte vollendet (Art. 111-113/116),weiblich,   Partnerschaft,,,,,12,0,0.0,0.0,5.0,4,1,0,2
2010,Tötungsdelikte vollendet (Art. 111-113/116),weiblich,   ehemalige Partnerschaft,,,,,3,X,0.0,0.0,0.0,X,X,X,X
2010,Tötungsdelikte vollendet (Art. 111-113/116),weiblich,   Eltern-Kind-Beziehung,,,,,3,X,0.0,0.0,0.0,X,X,X,X
2010,Tötungsdelikte vollendet (Art. 111-113/116),weiblich,   andere Verwandtschaftsbeziehung,,,,,1,X,0.0,0.0,0.0,X,X,X,X
2010,Tötungsdelikte versucht (Art. 111-113/116),Total,Alle,49.0,51.0,51.0,0.0,50,2,4.0,11.0,11.0,8,6,4,4
2010,Tötungsdelikte versucht (Art. 111-113/116),männlich,Alle,,,,,15,1,1.0,0.0,4.0,2,3,1,3
2010,Tötungsdelikte versucht (Art. 111-113/116),männlich,   Partnerschaft,,,,,6,0,0.0,0.0,3.0,0,1,0,2
2010,Tötungsdelikte versucht (Art. 111-113/116),männlich,   ehemalige Partnerschaft,,,,,4,0,0.0,0.0,1.0,1,1,1,0
2010,Tötungsdelikte versucht (Art. 111-113/116),männlich,   Eltern-Kind-Beziehung,,,,,3,X,0.0,0.0,0.0,X,X,X,X
2010,Tötungsdelikte versucht (Art. 111-113/116),männlich,   andere Verwandtschaftsbeziehung,,,,,2,X,0.0,0.0,0.0,X,X,X,X
2010,Tötungsdelikte versucht (Art. 111-113/116),weiblich,Alle,,,,,35,1,3.0,11.0,7.0,6,3,3,1
2010,Tötungsdelikte versucht (Art. 111-113/116),weiblich,   Partnerschaft,,,,,13,0,1.0,7.0,4.0,0,1,0,0
2010,Tötungsdelikte versucht (Art. 111-113/116),weiblich,   ehemalige Partnerschaft,,,,,14,0,1.0,3.0,3.0,5,1,1,0
2010,Tötungsdelikte versucht (Art. 111-113/116),weiblich,   Eltern-Kind-Beziehung,,,,,5,1,1.0,0.0,0.0,1,1,1,0
2010,Tötungsdelikte versucht (Art. 111-113/116),weiblich,   andere Verwandtschaftsbeziehung,,,,,3,X,0.0,0.0,0.0,X,X,X,X
2010,Verleitung und Beihilfe zum Selbstmord (Art. 115),Total,Alle,2.0,2.0,2.0,0.0,2,X,0.0,0.0,0.0,X,X,X,X
2010,Verleitung und Beihilfe zum Selbstmord (Art. 115),männlich,Alle,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2010,Verleitung und Beihilfe zum Selbstmord (Art. 115),männlich,   Partnerschaft,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2010,Verleitung und Beihilfe zum Selbstmord (Art. 115),männlich,   ehemalige Partnerschaft,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2010,Verleitung und Beihilfe zum Selbstmord (Art. 115),männlich,   Eltern-Kind-Beziehung,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2010,Verleitung und Beihilfe zum Selbstmord (Art. 115),männlich,   andere Verwandtschaftsbeziehung,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2010,Verleitung und Beihilfe zum Selbstmord (Art. 115),weiblich,Alle,,,,,2,X,0.0,0.0,0.0,X,X,X,X
2010,Verleitung und Beihilfe zum Selbstmord (Art. 115),weiblich,   Partnerschaft,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2010,Verleitung und Beihilfe zum Selbstmord (Art. 115),weiblich,   ehemalige Partnerschaft,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2010,Verleitung und Beihilfe zum Selbstmord (Art. 115),weiblich,   Eltern-Kind-Beziehung,,,,,1,X,0.0,0.0,0.0,X,X,X,X
2010,Verleitung und Beihilfe zum Selbstmord (Art. 115),weiblich,   andere Verwandtschaftsbeziehung,,,,,1,X,0.0,0.0,0.0,X,X,X,X
2010,Schwangerschaftsabbruch ohne Einwilligung der Schwangeren (Art. 118 Abs. 2),Total,Alle,5.0,5.0,1.0,0.0,5,0,0.0,1.0,2.0,2,0,0,0
2010,Schwangerschaftsabbruch ohne Einwilligung der Schwangeren (Art. 118 Abs. 2),männlich,Alle,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2010,Schwangerschaftsabbruch ohne Einwilligung der Schwangeren (Art. 118 Abs. 2),männlich,   Partnerschaft,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2010,Schwangerschaftsabbruch ohne Einwilligung der Schwangeren (Art. 118 Abs. 2),männlich,   ehemalige Partnerschaft,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2010,Schwangerschaftsabbruch ohne Einwilligung der Schwangeren (Art. 118 Abs. 2),männlich,   Eltern-Kind-Beziehung,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2010,Schwangerschaftsabbruch ohne Einwilligung der Schwangeren (Art. 118 Abs. 2),männlich,   andere Verwandtschaftsbeziehung,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2010,Schwangerschaftsabbruch ohne Einwilligung der Schwangeren (Art. 118 Abs. 2),weiblich,Alle,,,,,5,0,0.0,1.0,2.0,2,0,0,0
2010,Schwangerschaftsabbruch ohne Einwilligung der Schwangeren (Art. 118 Abs. 2),weiblich,   Partnerschaft,,,,,4,0,0.0,0.0,2.0,2,0,0,0
2010,Schwangerschaftsabbruch ohne Einwilligung der Schwangeren (Art. 118 Abs. 2),weiblich,   ehemalige Partnerschaft,,,,,1,X,0.0,0.0,0.0,X,X,X,X
2010,Schwangerschaftsabbruch ohne Einwilligung der Schwangeren (Art. 118 Abs. 2),weiblich,   Eltern-Kind-Beziehung,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2010,Schwangerschaftsabbruch ohne Einwilligung der Schwangeren (Art. 118 Abs. 2),weiblich,   andere Verwandtschaftsbeziehung,,,,,0,0,0.0,0.0,0.0,0,0,0,0
2010,Schwere Körperverletzung (Art. 122),Total,Alle,64.0,65.0,10.0,6.0,63,7,3.0,15.0,19.0,13,5,0,1
2010,Schwere Körperverletzung (Art. 122),männlich,Alle,,,,,17,4,1.0,2.0,5.0,3,2,0,0
2010,Schwere Körperverletzung (Art. 122),männlich,   Partnerschaft,,,,,6,0,0.0,1.0,2.0,1,2,0,0
2010,Schwere Körperverletzung (Art. 122),männlich,   ehemalige Partnerschaft,,,,,3,X,0.0,0.0,0.0,X,X,X,X
2010,Schwere Körperverletzung (Art. 122),männlich,   Eltern-Kind-Beziehung,,,,,6,4,1.0,1.0,0.0,0,0,0,0
2010,Schwere Körperverletzung (Art. 122),männlich,   andere Verwandtschaftsbeziehung,,,,,2,X,0.0,0.0,0.0,X,X,X,X
2010,Schwere Körperverletzung (Art. 122),weiblich,Alle,,,,,46,3,2.0,13.0,14.0,10,3,0,1
2010,Schwere Körperverletzung (Art. 122),weiblich,   Partnerschaft,,,,,27,0,1.0,9.0,9.0,5,2,0,1
2010,Schwere Körperverletzung (Art. 122),weiblich,   ehemalige Partnerschaft,,,,,10,0,0.0,3.0,5.0,2,0,0,0
2010,Schwere Körperverletzung (Art. 122),weiblich,   Eltern-Kind-Beziehung,,,,,5,3,1.0,0.0,0.0,1,0,0,0
2010,Schwere Körperverletzung (Art. 122),weiblich,   andere Verwandtschaftsbeziehung,,,,,4,0,0.0,1.0,0.0,2,1,0,0
2010,Einfache Körperverletzung (Art. 123),Total,Alle,1941.0,2197.0,15.0,158.0,2109,64,221.0,527.0,599.0,425,188,51,34
2010,Einfache Körperverletzung (Art. 123),männlich,Alle,,,,,529,33,74.0,96.0,112.0,108,69,25,12
2010,Einfache Körperverletzung (Art. 123),männlich,   Partnerschaft,,,,,275,0,4.0,53.0,75.0,79,46,14,4
2010,Einfache Körperverletzung (Art. 123),männlich,   ehemalige Partnerschaft,,,,,71,0,3.0,20.0,21.0,14,12,1,0
2010,Einfache Körperverletzung (Art. 123),männlich,   Eltern-Kind-Beziehung,,,,,120,30,56.0,7.0,3.0,10,6,5,3
2010,Einfache Körperverletzung (Art. 123),männlich,   andere Verwandtschaftsbeziehung,,,,,73,3,11.0,19.0,14.0,7,8,6,5
2010,Einfache Körperverletzung (Art. 123),weiblich,Alle,,,,,1580,31,147.0,431.0,487.0,317,119,26,22
2010,Einfache Körperverletzung (Art. 123),weiblich,   Partnerschaft,,,,,1060,0,33.0,298.0,378.0,239,86,13,13
2010,Einfache Körperverletzung (Art. 123),weiblich,   ehemalige Partnerschaft,,,,,324,0,33.0,118.0,94.0,57,17,3,2
2010,Einfache Körperverletzung (Art. 123),weiblich,   Eltern-Kind-Beziehung,,,,,148,28,72.0,9.0,5.0,14,10,4,6
2010,Einfache Körperverletzung (Art. 123),weiblich,   andere Verwandtschaftsbeziehung,,,,,69,3,10.0,12.0,18.0,11,8,6,1
2010,Tätlichkeiten (Art. 126),Total,Alle,4174.0,4841.0,0.0,1246.0,4571,116,508.0,1227.0,1229.0,983,339,118,51
2010,Tätlichkeiten (Art. 126),männlich,Alle,,,,,1099,62,153.0,204.0,236.0,252,121,53,18
2010,Tätlichkeiten (Art. 126),männlich,   Partnerschaft,,,,,596,0,6.0,120.0,177.0,175,78,31,9
2010,Tätlichkeiten (Art. 126),männlich,   ehemalige Partnerschaft,,,,,145,0,5.0,40.0,39.0,39,13,8,1
